periods_n,posts_total,vol_tv_mean,vol_tv_p90,turn_rate,entropy_mean,hhi_mean,top1_mean
22,991,0.35764442539442987,0.4568421052631578,0.7619047619047619,2.328962024029389,0.12626212739187626,0.21920450140226924
8,903,0.43026647194726503,0.5071933928210459,1,2.5759388544971404,0.10973984973975683,0.21448041548230778
3,974,0.3375426693975081,0.43223971667520056,1,2.680781000788208,0.08659967585252835,0.15830275359845253
4,984,0.35613402590396964,0.4455121389331916,0.3333333333333333,2.4826049709602134,0.12683470333309754,0.2535530955031948
9,1011,0.009646962233169128,0.022321428571428558,0,0.0328109029937392,0.985496782304986,0.9924169859514687
4,911,0.29829307230390706,0.34073976595360994,0.3333333333333333,2.6844155579898032,0.09505377452677219,0.17153235144418194
10,774,0.2961089925684376,0.3534269118812274,0.1111111111111111,2.1914322643314956,0.20299737165359016,0.36863191054988687
19,791,0.4741831427061757,0.768516440354618,0.7222222222222222,2.0080693247333445,0.22047275453754178,0.3203471252349991
8,1003,0.26245760033915494,0.317986034213916,0.7142857142857143,2.5531021310617814,0.1073794419243617,0.20229929737070534
3,843,0.19871423979427838,0.26144219436408445,0,1.6692262743386606,0.25683441197734225,0.41551483981570775
5,860,0.27043194602666043,0.307383361129689,0.25,2.5111227043596096,0.12387815609445696,0.2462663717968602
28,762,0.426833842833267,0.7100000000000006,0.5555555555555556,1.3444508472887013,0.3577185632739828,0.5017931074138168
2,939,0.26213786213786217,0.26213786213786217,0,2.663995874920875,0.1361093541173225,0.3223853070006916
2,816,0.21914184952978055,0.21914184952978055,1,3.0118158588499613,0.06588625669153703,0.1404780564263323
12,503,0.646414709163976,0.9166666666666666,0.7272727272727273,1.0639168104869146,0.4917169036015208,0.5955748643135977
14,413,0.5185949272547872,0.8151195210018739,0.6923076923076923,1.8894672719540417,0.22877685630530145,0.3629544374313643
11,1004,0.3246149141636468,0.3976319605856527,0.7,2.487765906242633,0.1176023825075883,0.2265917042404575
19,578,0.030963391065692854,0.07428571428571429,0,0.12399739743034961,0.9426008134925679,0.9655545173481638
6,669,0.4063060223313945,0.5690925974842939,0.4,2.211810394370815,0.17612734004404093,0.3343253449473307
12,422,0.3651846067039087,0.4328165374677002,0.2727272727272727,1.688980839303387,0.2722766308889952,0.42132145007004196
9,970,0.3730302447534728,0.4385680011995801,0.75,2.7975634367246545,0.07990145084259961,0.1635517738648806
4,443,0.4677111859997085,0.6349225386346362,0.6666666666666666,2.21985256580702,0.15042884124444444,0.27361969030325545
2,841,0.2557837215990797,0.2557837215990797,1,3.0650164608252957,0.06113357809059393,0.12494679321253954
26,889,0.4728675949555856,0.6734523809523809,0.4,1.5303696369639659,0.3310844378920234,0.4638420634680805
6,975,0.28313823519460196,0.3220317291236657,0.6,2.726001656095736,0.08711917542878118,0.1632670065824361
11,891,0.5342436494222208,0.7307692307692306,0.8,2.3687234731044158,0.18048220017987623,0.2833765215111142
18,464,0.6361115035684257,0.9000000000000001,0.7058823529411765,1.4762351707745196,0.3385075394445559,0.47387085394567724
